owner,address,suburb,postcode,capacity,startDate,endDate,price,longitude,latitude
UhYK2eGjl@gmail.com,21 Yandiah Place,Castle Hill,2154.0,8,2019-05-03,2019-05-04,297,151.00442959999995,-33.7186352
51KhADJyE@163.com,7 Matterson Lane,Surry Hills,2010.0,6,2018-12-14,2018-12-16,282,151.2134032,-33.892000200000005
c16Uqdz0U@163.com,29 Oronga Avenue,Baulkham Hills,2153.0,1,2018-11-19,2018-11-22,354,151.002075,-33.753415600000004
a1qKAsQSZzTm@gmail.com,7 Purri Avenue,Baulkham Hills,2153.0,5,2019-07-24,2019-07-30,273,150.9568371,-33.759082799999995
ZwjiyF7ScVZo@yahoo.com,17 Endeavour Drive,Wollongong,2500.0,7,2019-01-06,2019-01-09,372,150.90675119999997,-34.4219893
N0yvzkyQ1eX@yahoo.com,17 See Lane,Kingsford,2032.0,7,2019-04-04,2019-04-07,363,151.2243326,-33.922771000000004
S5eNoKeN@qq.com,17 Grand Way,Castle Hill,2154.0,8,2019-03-24,2019-03-29,372,151.0009381,-33.7284521
NwFYhZBT2m@163.com,5 St Pauls Street,Randwick,2031.0,2,2019-01-20,2019-01-22,313,151.2410053,-33.9197078
0W0PZ@gmail.com,23 Queens Parade,Wollongong,2500.0,1,2018-10-13,2018-10-15,298,150.90088369999995,-34.4254502
hIgW27e2@hotmail.com,11 Clyde Street,Randwick,2031.0,1,2018-10-02,2018-10-03,338,151.24567180000003,-33.91558060000001
B7tQhuSHvvj@yahoo.com,5 Les Shore Place,Castle Hill,2154.0,3,2018-10-20,2018-10-23,396,151.0046445,-33.72760770000001
NxnNYtbRxMReuUF@163.com,29 Springhill Road,Wollongong,2500.0,1,2019-05-11,2019-05-16,301,150.8904312,-34.4403627
Ouaj@qq.com,5 Facer Court,Castle Hill,2154.0,2,2019-02-16,2019-02-20,346,150.98733230000005,-33.732645500000004
BWwieP4z63px@163.com,3 Tall Trees Avenue,Castle Hill,2154.0,2,2018-11-07,2018-11-11,259,151.02121359999995,-33.7291777
Ouaj@qq.com,7 Sheffield Street,Auburn,2144.0,3,2018-10-17,2018-10-23,284,151.02525219999995,-33.8465914
Bt9zZona2au@hotmail.com,25 Hidcote Road,Campbelltown,2560.0,2,2019-07-17,2019-07-20,350,150.7920781,-34.075054200000004
hIgW27e2@hotmail.com,9 Reservoir Road,Blacktown,2148.0,5,2019-01-31,2019-02-05,347,150.901735,-33.777779100000004
i1w9Z@gmail.com,29 Hazelbank Place,North Sydney,2060.0,8,2018-11-12,2018-11-18,327,151.20492219999997,-33.8322206
csQWhI7@gmail.com,3 Dudley Avenue,Bankstown,2200.0,4,2019-03-22,2019-03-25,289,151.0296602,-33.924785799999995
fik5zRxP@yahoo.com,27 Sussex Street,Sydney,2000.0,8,2019-05-25,2019-05-28,256,151.2032585,-33.865689399999994
1hcSvigsSxQEY@qq.com,19 Bass Drive,Baulkham Hills,2153.0,5,2018-12-29,2019-01-04,314,150.9765793,-33.761039399999994
XheqXw@hotmail.com,13 Harris Street,Parramatta,2150.0,7,2019-01-14,2019-01-21,292,151.01036399999995,-33.8264988
nPbGeBdRi7V8lFh@163.com,5 Medley Avenue,Liverpool,2170.0,4,2019-05-10,2019-05-17,269,150.91803080000003,-33.9097704
DCfTVXI@yahoo.com,23 M2 Motorway,Baulkham Hills,2153.0,1,2018-10-11,2018-10-15,359,150.98532319999995,-33.7710535
1lqo@gmail.com,11 Bombardiere Place,Baulkham Hills,2153.0,3,2018-11-14,2018-11-19,298,151.0017694,-33.7514296
Ouaj@qq.com,29 West Street,Blacktown,2148.0,8,2019-06-30,2019-07-01,334,150.90852959999995,-33.7795677
PuPoy@gmail.com,5 Stacey Street,Bankstown,2200.0,1,2019-02-12,2019-02-14,299,151.0400625,-33.931867
i@163.com,21 Alice Lane,Randwick,2024.0,1,2019-06-07,2019-06-09,357,151.2532893,-33.90493529999999
Zujbx6J@yahoo.com,5 Magnolia Avenue,Baulkham Hills,2153.0,6,2019-01-13,2019-01-18,350,150.985309,-33.7676718
NnOOc6@163.com,3 Little Bourke Street,Surry Hills,2010.0,7,2019-05-17,2019-05-21,291,151.2159886,-33.8820801
sYpjbLjpe@gmail.com,3 King Lane,Randwick,2031.0,4,2019-05-21,2019-05-23,346,151.23276230000005,-33.9065448
Bt9zZona2au@hotmail.com,15 Rawson Street,Auburn,2144.0,1,2018-10-08,2018-10-10,282,151.0364633,-33.85097460000001
NwFYhZBT2m@163.com,3 Withers Lane,Surry Hills,2010.0,3,2019-07-09,2019-07-13,252,151.2130955,-33.8865057
clh@hotmail.com,13 Clark Road,North Sydney,2060.0,3,2019-04-04,2019-04-09,293,151.2141195,-33.842483200000004
cGALMjBiG@hotmail.com,21 Chainmail Crescent,Castle Hill,2154.0,8,2019-03-31,2019-04-06,263,150.98550690000005,-33.705178000000004
ivAquup5g@hotmail.com,9 Banks Road,Castle Hill,2154.0,6,2019-08-16,2019-08-18,397,151.0102861,-33.720771899999995
UhYK2eGjl@gmail.com,25 Ash Street,Sydney,2000.0,4,2019-03-13,2019-03-15,367,151.2076283,-33.8669109
cGALMjBiG@hotmail.com,29 Camera Street,Manly,2095.0,6,2018-09-28,2018-10-04,378,151.2811134,-33.7970859
JV0qdSPi@yahoo.com,9 Westfield Place,Blacktown,2148.0,5,2018-08-30,2018-09-03,392,150.908027,-33.7700307
NgL51xIkX@gmail.com,9 Webbs Avenue,Auburn,2144.0,7,2019-01-21,2019-01-26,251,151.01907659999995,-33.855589200000004
foPb@163.com,7 Gareth Street,Blacktown,2148.0,5,2018-12-31,2019-01-04,306,150.9099866,-33.7889135
1jvSIwrAV64yq@gmail.com,17 Hemmings Street,Penrith,2750.0,2,2019-05-22,2019-05-28,362,150.7044844,-33.751821899999996
mKxDySP6aXeyCEw@qq.com,9 Patricia Street,Blacktown,2148.0,7,2019-04-20,2019-04-24,263,150.9035513,-33.79132790000001
BWwieP4z63px@163.com,19 Collingwood Street,Manly,2095.0,3,2019-01-11,2019-01-12,301,151.28311090000003,-33.7894742
NMhMV@hotmail.com,27 High Street,Randwick,2031.0,8,2019-06-24,2019-06-28,359,151.2348744,-33.916276399999994
JftoCfdyXOj0Oln@qq.com,29 Hillsborough Way,Baulkham Hills,2153.0,8,2019-02-06,2019-02-09,349,150.96943080000003,-33.734959499999995
wqZLQXAwUUug9A@qq.com,1 Chansa Place,Blacktown,2148.0,5,2019-08-19,2019-08-24,250,150.8882774,-33.7828836
clh@hotmail.com,15 Napier Crescent,North Ryde,2113.0,1,2019-05-13,2019-05-19,273,151.12225180000004,-33.7900649
nEPP9TXtr1yFx@163.com,9 Second Avenue,Blacktown,2148.0,4,2018-12-17,2018-12-23,282,150.9116,-33.766668
N0yvzkyQ1eX@yahoo.com,23 King Street,Mascot,2018.0,6,2018-10-23,2018-10-29,392,151.2094929,-33.931467700000006
Ouaj@qq.com,9 The Crescent ,Penrith,2750.0,6,2019-02-08,2019-02-14,349,150.7036645,-33.75209829999999
tR7jnFYxmGS@yahoo.com,9 Arbor Glen,Castle Hill,2154.0,8,2018-12-10,2018-12-15,281,150.9863888,-33.704212299999995
JX7N4sdMiBWHeuX@qq.com,19 Oliver Street,Mascot,2020.0,8,2019-01-29,2019-02-01,337,151.1920633,-33.926081700000005
owr3Kp@gmail.com,13 Fennell Street,Parramatta,2150.0,4,2019-08-08,2019-08-13,365,151.0031395,-33.805517200000004
NgL51xIkX@gmail.com,1 Bangalow Place,Baulkham Hills,2153.0,4,2019-03-22,2019-03-24,304,150.9733513,-33.751461799999994
Xy@hotmail.com,7 Sea View Road,Wollongong,2500.0,8,2018-08-20,2018-08-23,330,150.88222180000002,-34.4311654
YVv7a2h@qq.com,19 Ronald Street,Campbelltown,2560.0,8,2018-09-03,2018-09-07,381,150.8275249,-34.0658874
JftoCfdyXOj0Oln@qq.com,17 Lomandra Circuit,Castle Hill,2154.0,7,2019-02-11,2019-02-15,395,150.9820406,-33.7144065
r8JoPOEvnY@qq.com,25 Aird Street,Parramatta,2150.0,3,2018-11-19,2018-11-26,268,151.0033086,-33.81797460000001
S5eNoKeN@qq.com,27 Carrington Street,Sydney,2137.0,8,2019-05-08,2019-05-11,350,151.09146840000002,-33.8638252
1ereqzW9dU@gmail.com,3 Valinda Crescent,Campbelltown,2560.0,7,2019-07-25,2019-07-27,299,150.8294584,-34.0684505
KRSJlXAwzGA3w@yahoo.com,11 Smalls Road,North Ryde,2112.0,6,2018-11-15,2018-11-17,296,151.1115349,-33.7977058
GucBiWCOa8asWqU@gmail.com,15 Tarakan Street,Auburn,2144.0,3,2019-01-12,2019-01-15,326,151.0190931,-33.873725
cGALMjBiG@hotmail.com,5 Cragg Street,Bankstown,2200.0,2,2019-03-06,2019-03-09,348,151.0165034,-33.917208200000005
owr3Kp@gmail.com,11 Galahad Crescent,Castle Hill,2154.0,8,2019-05-21,2019-05-28,359,150.9910381,-33.7151076
0@yahoo.com,9 Cross Street,Baulkham Hills,2153.0,3,2019-06-09,2019-06-12,373,150.995172,-33.7529489
dSSBogcX5Hy2r62@gmail.com,3 Appin Road,Campbelltown,2560.0,6,2019-08-14,2019-08-16,398,150.80863090000003,-34.0755923
gac009@gmail.com,1 Mileham Avenue,Baulkham Hills,2153.0,1,2019-05-06,2019-05-12,283,150.99035600000005,-33.7472679
cGALMjBiG@hotmail.com,5 Rowell Street,North Ryde,2113.0,2,2019-07-03,2019-07-09,351,151.1287824,-33.79658679999999
vo@hotmail.com,29 Tower Street,Manly,2095.0,7,2018-09-24,2018-09-30,360,151.283068,-33.79661919999999
NMhMV@hotmail.com,11 Beaumont Place,Castle Hill,2154.0,3,2019-02-13,2019-02-16,348,151.0015198,-33.7417912
nQi0@yahoo.com,7 Scott Street,Pyrmont,2009.0,8,2019-04-29,2019-04-30,359,151.1927934,-33.866735999999996
N0yvzkyQ1eX@yahoo.com,15 Duck Street,Auburn,2144.0,6,2018-10-10,2018-10-16,377,151.02804819999997,-33.8358189
a1qKAsQSZzTm@gmail.com,25 De Castella Drive,Blacktown,2148.0,8,2018-11-17,2018-11-19,366,150.88025249999995,-33.7822882
T8CeIcrLO0vH@gmail.com,19 Juniper Place,Baulkham Hills,2153.0,8,2018-08-29,2018-08-30,353,151.0018542,-33.7610141
BWwieP4z63px@163.com,9 Richardson Street,Wollongong,2500.0,2,2019-03-13,2019-03-19,361,150.89276999999996,-34.4234917
mRu@gmail.com,25 Ordnance Street,Newcastle,2300.0,3,2018-12-27,2019-01-02,296,151.779846,-32.931773
nEPP9TXtr1yFx@163.com,13 Carrisbrook Avenue,Bankstown,2196.0,7,2019-02-22,2019-02-28,308,151.0504333,-33.9203188
S5eNoKeN@qq.com,7 Galu Avenue,Randwick,2031.0,8,2018-08-31,2018-09-02,264,151.242412,-33.93152910000001
NxnNYtbRxMReuUF@163.com,19 Cheryl Place,Castle Hill,2154.0,8,2018-11-06,2018-11-12,290,150.9783744,-33.7227402
51KhADJyE@163.com,19 Bellotti Avenue,Baulkham Hills,2153.0,3,2019-01-31,2019-02-07,252,150.9865821,-33.7731119
vo@hotmail.com,29 Browne Street,Campbelltown,2560.0,8,2019-07-01,2019-07-07,372,150.8172616,-34.06575220000001
DCfTVXI@yahoo.com,23 Gibson Street,Newcastle,2300.0,7,2018-10-26,2018-10-27,361,151.76997419999995,-32.928976399999996
NVagkJY@hotmail.com,13 Honeysuckle Drive,Newcastle,2300.0,7,2019-08-14,2019-08-20,394,151.76922109999995,-32.92514310000001
1jvSIwrAV64yq@gmail.com,27 Kelso Lane,Blacktown,2148.0,4,2018-09-10,2018-09-17,376,150.91058130000005,-33.7719878
1hcSvigsSxQEY@qq.com,25 Eldridge Road,Bankstown,2200.0,1,2018-12-25,2018-12-28,251,151.02528080000005,-33.9321867
NnOOc6@163.com,5 Braunbeck Street,Bankstown,2200.0,4,2019-02-14,2019-02-15,368,151.0251898,-33.9134905
1jvSIwrAV64yq@gmail.com,1 Winter Place,Blacktown,2148.0,1,2018-12-14,2018-12-18,322,150.9119636,-33.79111870000001
06u@163.com,19 Judge Lane,Randwick,2031.0,6,2018-10-09,2018-10-14,357,151.24446650000004,-33.917510799999995
1lqo@gmail.com,15 Tivoli Lane,Campbelltown,2560.0,4,2018-10-23,2018-10-26,293,150.7870148,-34.0762703
1lqo@gmail.com,23 Kynaston Avenue,Randwick,2031.0,6,2018-11-04,2018-11-07,330,151.23780530000005,-33.91149559999999
ZwjiyF7ScVZo@yahoo.com,9 King Street,Randwick,2031.0,1,2018-11-19,2018-11-22,353,151.23351369999997,-33.9067159
XheqXw@hotmail.com,19 Crimea Street,Parramatta,2150.0,1,2019-02-14,2019-02-17,292,150.99740400000005,-33.823297
YRpLsxaZhRd@gmail.com,27 Napier Street,Parramatta,2145.0,3,2018-12-27,2019-01-02,301,150.99472769999997,-33.8206657
v6@gmail.com,9 Crown Street,Wollongong,2500.0,4,2018-12-31,2019-01-06,313,150.90367949999995,-34.427817
i1w9Z@gmail.com,23 Gould Place,Parramatta,2150.0,2,2019-07-18,2019-07-24,357,151.0187715,-33.8112334
KRSJlXAwzGA3w@yahoo.com,27 Kiola Place,Castle Hill,2154.0,5,2019-08-12,2019-08-14,269,151.0003063,-33.72473660000001
98@hotmail.com,25 Clapton Place,Darlinghurst,2010.0,7,2018-10-14,2018-10-20,276,151.2191306,-33.8763602
Zujbx6J@yahoo.com,21 Market Street,Sydney,2000.0,5,2018-12-22,2018-12-23,399,151.2052203,-33.8711493
T8CeIcrLO0vH@gmail.com,3 Seventh Street,Mascot,2020.0,7,2019-02-02,2019-02-09,365,151.1836115,-33.9332719
NwFYhZBT2m@163.com,25 Elizabeth Street,Randwick,2031.0,3,2019-04-06,2019-04-09,311,151.2386805,-33.912931799999996
NMhMV@hotmail.com,5 Cathedral Street,Sydney,2000.0,6,2018-11-17,2018-11-23,306,151.2136291,-33.87211920000001
JV0qdSPi@yahoo.com,1 Gribble Place,Blacktown,2148.0,6,2019-03-27,2019-03-28,295,150.9030106,-33.768168100000004
Rk0GARU8Ueeno@163.com,9 Henrietta Lane,Manly,2095.0,1,2019-06-16,2019-06-21,288,151.2872218,-33.7962502
NVagkJY@hotmail.com,5 Bonner Avenue,Manly,2095.0,4,2019-02-17,2019-02-19,299,151.28643190000003,-33.787368900000004
YVv7a2h@qq.com,1 James Cook Drive,Castle Hill,2154.0,3,2019-05-07,2019-05-14,314,151.018136,-33.7301656
Xy@hotmail.com,7 Gill Avenue,Liverpool,2170.0,8,2019-06-24,2019-06-28,336,150.9118908,-33.92920170000001
foPb@163.com,11 Barina Downs Road,Castle Hill,2153.0,5,2019-04-25,2019-04-27,375,150.9630312,-33.7377077
mRu@gmail.com,29 Cooper Street,Penrith,2750.0,2,2019-06-18,2019-06-19,395,150.71297140000001,-33.737226299999996
mKxDySP6aXeyCEw@qq.com,11 Redwood Close,Castle Hill,2154.0,4,2019-04-22,2019-04-26,375,151.0083176,-33.717731
sYpjbLjpe@gmail.com,29 Fernbrook Place,Castle Hill,2154.0,7,2019-05-07,2019-05-12,276,151.0238709,-33.712672999999995
B7tQhuSHvvj@yahoo.com,1 Clare Street,Surry Hills,2010.0,1,2019-06-05,2019-06-07,305,151.216993,-33.8834102
NpUAcXNwNn@163.com,19 Wirilda Way,Blacktown,2148.0,7,2018-09-15,2018-09-20,276,150.9019615,-33.7960435
DCfTVXI@yahoo.com,9 Arthur Street,Baulkham Hills,2153.0,1,2019-01-01,2019-01-02,337,150.9908107,-33.7656855
jGDRtOJlwggv@163.com,29 Indra Place,Baulkham Hills,2153.0,7,2019-07-12,2019-07-19,384,151.001873,-33.756522
BWwieP4z63px@163.com,19 Columbia Way,Baulkham Hills,2153.0,5,2019-04-13,2019-04-19,278,150.96824530000004,-33.7298782
sypTI5PXCr@gmail.com,3 Dutruc Street,Randwick,2031.0,2,2018-12-28,2018-12-29,286,151.2456903,-33.910199799999994
N0yvzkyQ1eX@yahoo.com,27 Harris Place,Baulkham Hills,2153.0,3,2019-07-17,2019-07-22,381,150.98635280000005,-33.7482402
syGvGOKi9@163.com,1 Thomson Street,Darlinghurst,2010.0,5,2019-08-02,2019-08-03,254,151.2176573,-33.8774871
i1w9Z@gmail.com,25 Raper Street,Surry Hills,2010.0,1,2019-01-18,2019-01-23,257,151.2143525,-33.888805700000006
PuPoy@gmail.com,7 Berwick Lane,Darlinghurst,2010.0,3,2019-08-04,2019-08-11,305,151.21701169999997,-33.8772445
xnhaYdOAmg9lV@163.com,1 Nepean Avenue,Penrith,2750.0,8,2019-01-12,2019-01-14,347,150.6818171,-33.7481977
i83c4nU9@hotmail.com,13 St Martins Crescent,Blacktown,2148.0,7,2019-07-02,2019-07-09,369,150.91812439999995,-33.78211829999999
i83c4nU9@hotmail.com,19 Helena Street,Auburn,2144.0,5,2019-01-13,2019-01-15,357,151.0335583,-33.8571182
DCfTVXI@yahoo.com,27 Herbert Street,Manly,2095.0,5,2019-05-13,2019-05-15,284,151.2796643,-33.7911145
UhYK2eGjl@gmail.com,15 Forsyth Street,Kingsford,2032.0,8,2018-10-04,2018-10-07,355,151.2305138,-33.920889100000004
mKxDySP6aXeyCEw@qq.com,23 Wilga Street,Blacktown,2148.0,1,2019-07-12,2019-07-16,353,150.8848572,-33.77889529999999
DCfTVXI@yahoo.com,11 Varna Street,Randwick,2031.0,5,2019-01-08,2019-01-15,388,151.2554959,-33.907374
syGvGOKi9@163.com,1 Henry Street,Randwick,2031.0,6,2018-10-16,2018-10-20,396,151.24651599999999,-33.9235055
S5eNoKeN@qq.com,23 Wallace Street,Blacktown,2148.0,1,2019-01-11,2019-01-17,256,150.9136224,-33.768807200000005
Ej8Lo0fzr@gmail.com,3 Tasman Court,Castle Hill,2154.0,6,2019-04-24,2019-04-27,266,151.0084785,-33.7223575
JV0qdSPi@yahoo.com,13 Smalls Road,North Ryde,2112.0,2,2019-05-08,2019-05-15,273,151.1116767,-33.7975818
cGALMjBiG@hotmail.com,23 Canal Road,Mascot,2044.0,6,2018-11-15,2018-11-17,380,151.1758335,-33.916930799999996
YRpLsxaZhRd@gmail.com,23 Darcy Street,Parramatta,2150.0,6,2019-08-17,2019-08-24,338,151.0044977,-33.816785499999995
hIgW27e2@hotmail.com,7 Doris Street,North Sydney,2060.0,5,2018-10-03,2018-10-06,299,151.21318469999997,-33.840715100000004
KRSJlXAwzGA3w@yahoo.com,9 Verona Street,Auburn,2144.0,4,2018-12-23,2018-12-27,268,151.0311478,-33.845679700000005
g8Zthlc0zKDcMA2@gmail.com,7 The Avenue ,North Sydney,2060.0,7,2018-12-22,2018-12-27,342,151.21410790000004,-33.8411929
i@163.com,7 Arthur Lane,Randwick,2031.0,4,2019-08-07,2019-08-09,273,151.2397914,-33.9150659
nEPP9TXtr1yFx@163.com,1 Corrimal Street,Wollongong,2500.0,1,2019-02-08,2019-02-13,318,150.8997617,-34.4154159
nEPP9TXtr1yFx@163.com,25 Bellemarie Drive,Castle Hill,2154.0,8,2019-04-26,2019-05-02,296,150.9710781,-33.7183894
cx@hotmail.com,29 Trish Place,Castle Hill,2154.0,2,2019-06-26,2019-07-01,287,151.0124882,-33.742998799999995
W@gmail.com,25 Denison Street,Wollongong,2500.0,2,2019-05-15,2019-05-20,337,150.888504,-34.423411
xnhaYdOAmg9lV@163.com,21 Berripa Close,North Ryde,2113.0,5,2019-08-14,2019-08-17,315,151.12154640000003,-33.8060149
B7tQhuSHvvj@yahoo.com,23 Lanark Court,Castle Hill,2154.0,5,2018-10-26,2018-10-30,353,151.0092444,-33.7174387
ZwjiyF7ScVZo@yahoo.com,13 Passefield Street,Liverpool,2170.0,6,2019-05-07,2019-05-11,258,150.9157129,-33.9311833
51KhADJyE@163.com,13 Bligh Street,Sydney,2000.0,2,2019-02-21,2019-02-28,344,151.2105327,-33.8650883
DCfTVXI@yahoo.com,5 Horwood Avenue,Baulkham Hills,2153.0,4,2018-08-29,2018-09-04,265,150.9956573,-33.7678035
i83c4nU9@hotmail.com,17 Church Street,Parramatta,2150.0,8,2019-01-01,2019-01-05,277,151.00419580000005,-33.8243822
PuPoy@gmail.com,21 Fitch Street,Penrith,2750.0,7,2019-03-02,2019-03-06,258,150.6782657,-33.7525557
NpUAcXNwNn@163.com,19 Sutton Lane,Darlinghurst,2010.0,7,2019-04-07,2019-04-09,286,151.2175898,-33.8757439
i@163.com,13 Carrbridge Drive,Castle Hill,2154.0,4,2018-10-20,2018-10-26,312,151.00569209999995,-33.7164185
JV0qdSPi@yahoo.com,25 Aubrey Close,Castle Hill,2154.0,7,2019-03-30,2019-04-01,352,151.012152,-33.739858
SPVW@hotmail.com,9 Roslyn Street,Liverpool,2170.0,6,2018-10-28,2018-10-29,375,150.9102751,-33.9166716
98@hotmail.com,19 Pritchard Street,Auburn,2144.0,4,2019-06-27,2019-06-30,335,151.0273274,-33.850651
s1Xj@gmail.com,11 Derwent Place,Castle Hill,2154.0,8,2019-06-17,2019-06-22,367,150.997079,-33.748012100000004
i83c4nU9@hotmail.com,11 Newlands Place,Baulkham Hills,2153.0,5,2019-04-06,2019-04-13,302,150.9887989,-33.7448863
KiktNumRNgYZyD@yahoo.com,23 Gough Drive,Castle Hill,2154.0,4,2018-10-24,2018-10-30,311,151.02481930000005,-33.7294807
xn3ZFu@163.com,15 St Hilliers Road,Auburn,2144.0,3,2018-10-14,2018-10-19,314,151.03718840000005,-33.8528028
sypTI5PXCr@gmail.com,19 Wistaria Place,Blacktown,2148.0,4,2019-01-17,2019-01-20,254,150.9173139,-33.7558098
cx@hotmail.com,13 Marina Road,Baulkham Hills,2153.0,8,2019-05-09,2019-05-11,269,150.96575980000003,-33.7621524
0W0PZ@gmail.com,29 Bairin Street,Campbelltown,2560.0,1,2019-01-29,2019-02-02,326,150.8009271,-34.07744
N0yvzkyQ1eX@yahoo.com,15 Campbell Street,Parramatta,2150.0,4,2019-04-17,2019-04-22,352,150.9993613,-33.8186599
Ayf@hotmail.com,15 Burbong Street,Randwick,2032.0,2,2019-01-02,2019-01-03,319,151.2375125,-33.9304188
cGALMjBiG@hotmail.com,21 Campbell Street,Liverpool,2170.0,2,2019-08-16,2019-08-17,268,150.92803080000004,-33.9183213
0W0PZ@gmail.com,19 Rosa Crescent,Castle Hill,2154.0,3,2019-03-03,2019-03-08,369,151.0083428,-33.7326094
YVv7a2h@qq.com,13 Turvey Road,Blacktown,2148.0,7,2018-11-12,2018-11-17,340,150.90457869999997,-33.7777407
jhvSFG7S4BNW@yahoo.com,23 St James Avenue,Baulkham Hills,2153.0,7,2019-08-16,2019-08-21,263,150.9832231,-33.7509852
S5eNoKeN@qq.com,7 Mcculloch Road,Blacktown,2148.0,5,2019-04-09,2019-04-10,305,150.89208200000004,-33.76298679999999
YVv7a2h@qq.com,9 Stafford Street,Penrith,2747.0,6,2019-04-28,2019-05-03,374,150.7180982,-33.7633355
sYpjbLjpe@gmail.com,23 Dunn Way,Blacktown,2148.0,3,2019-03-31,2019-04-02,340,150.88368280000003,-33.783313299999996
NnOOc6@163.com,11 Fairyland Avenue,North Ryde,2067.0,3,2018-12-01,2018-12-07,261,151.1564847,-33.7982441
owr3Kp@gmail.com,29 Parkham Lane,Surry Hills,2010.0,6,2019-07-08,2019-07-09,375,151.2157381,-33.89029910000001
SPVW@hotmail.com,1 Stephen Street,Randwick,2031.0,8,2019-06-25,2019-06-26,302,151.2414185,-33.9055785
DCfTVXI@yahoo.com,15 Wellington Street,Mascot,2018.0,2,2019-07-06,2019-07-12,321,151.1996579,-33.9244108
pY6jhQ@qq.com,21 Bennett Place,Castle Hill,2154.0,3,2018-08-29,2018-09-04,345,151.0124332,-33.72588
YVv7a2h@qq.com,29 Burragulung Street,Randwick,2031.0,8,2018-10-08,2018-10-12,284,151.24918300000004,-33.930081
NgL51xIkX@gmail.com,25 George Street,Bankstown,2199.0,1,2019-08-15,2019-08-18,360,151.0334219,-33.9050654
EtKeNSvBAlX@163.com,17 Nash Place,Blacktown,2148.0,8,2018-12-28,2019-01-01,281,150.8943017,-33.76079779999999
i1w9Z@gmail.com,17 Randolph Street,Campbelltown,2560.0,3,2018-12-05,2018-12-12,250,150.8273886,-34.067881400000005
YRpLsxaZhRd@gmail.com,19 Hampstead Road,Campbelltown,2560.0,3,2019-07-08,2019-07-12,319,150.8017881,-34.0741094
Ej8Lo0fzr@gmail.com,23 Challis Street,Randwick,2031.0,1,2019-02-04,2019-02-07,334,151.24143930000002,-33.9042999
i@163.com,15 Columbia Court,Baulkham Hills,2153.0,6,2018-12-26,2018-12-31,275,150.9702109,-33.7315553
e5wj@yahoo.com,17 Globe Lane,Wollongong,2500.0,8,2019-06-12,2019-06-14,336,150.89377140000005,-34.4253418
cGALMjBiG@hotmail.com,5 The Broadway ,Penrith,2750.0,6,2019-01-08,2019-01-15,399,150.6945967,-33.7544382
0@yahoo.com,9 Loftus Street,Wollongong,2500.0,4,2018-11-01,2018-11-04,301,150.886483,-34.424704
1jvSIwrAV64yq@gmail.com,19 Thorn Way,Penrith,2750.0,3,2018-10-04,2018-10-07,391,150.71198969999998,-33.736712700000005
CJkZkFKc0QHH@hotmail.com,15 Kearney Court,Baulkham Hills,2153.0,4,2019-03-11,2019-03-17,394,150.97403490000005,-33.7405749
xnhaYdOAmg9lV@163.com,27 Broadhurst Place,Baulkham Hills,2153.0,6,2018-12-20,2018-12-23,300,150.9705275,-33.7618845
YVv7a2h@qq.com,27 Curtain Place,Sydney,2163.0,1,2019-07-18,2019-07-21,277,150.97974069999995,-33.8818158
XheqXw@hotmail.com,15 Anzac Lane,Campbelltown,2560.0,6,2019-03-08,2019-03-13,257,150.81460769999995,-34.067127500000005
nEPP9TXtr1yFx@163.com,27 Johnson Street,Mascot,2020.0,8,2019-07-16,2019-07-18,355,151.1967651,-33.9318685
g8Zthlc0zKDcMA2@gmail.com,5 Templar Street,Blacktown,2148.0,4,2019-08-17,2019-08-23,260,150.9160765,-33.7864866
BWwieP4z63px@163.com,19 Druitt Place,Sydney,2770.0,3,2019-01-30,2019-01-31,277,150.8162355,-33.758176899999995
JftoCfdyXOj0Oln@qq.com,17 Ludlow Road,Castle Hill,2154.0,8,2018-08-25,2018-08-29,312,151.0082722,-33.736987400000004
sYpjbLjpe@gmail.com,19 Susan Parade,Castle Hill,2154.0,6,2018-11-12,2018-11-16,358,150.99868069999997,-33.7357352
JV0qdSPi@yahoo.com,17 Colleen Grove,Wollongong,2500.0,6,2019-05-31,2019-06-02,302,150.8795864,-34.430124
SPVW@hotmail.com,3 De La Salle Place,Castle Hill,2154.0,7,2018-09-21,2018-09-24,349,151.0247123,-33.7231038
owr3Kp@gmail.com,9 Boundary Street,Darlinghurst,2021.0,3,2019-07-18,2019-07-19,283,151.2271003,-33.878682899999994
Xk3EtyWcyaOoY9L@yahoo.com,19 Cottrell Place,Baulkham Hills,2153.0,3,2018-09-15,2018-09-21,355,150.9861657,-33.7463571
a1qKAsQSZzTm@gmail.com,11 Yennora Street,Campbelltown,2560.0,2,2019-03-11,2019-03-17,291,150.82847869999995,-34.0711479
mRu@gmail.com,15 Bowman Avenue,Castle Hill,2154.0,2,2018-09-02,2018-09-04,257,150.9945848,-33.74407479999999
foPb@163.com,27 Harvey Street,Pyrmont,2009.0,4,2019-05-12,2019-05-16,267,151.1921545,-33.86721370000001
NnOOc6@163.com,7 Perry Street,Surry Hills,2204.0,2,2018-12-17,2018-12-20,298,151.1665149,-33.90106970000001
T8CeIcrLO0vH@gmail.com,15 Soudan Lane,Randwick,2031.0,2,2018-10-13,2018-10-18,385,151.2418076,-33.9187288
Rk0GARU8Ueeno@163.com,25 Crown Lane,Darlinghurst,2000.0,3,2019-06-12,2019-06-17,299,151.216918,-33.87128149999999
